EPOCH                           <|B|>           BX_GSE           BY_GSE           BZ_GSE
                                      (@_x_component_) (@_y_component_) (@_z_component_)
dd-mm-yyyy hh:mm:ss.ms             nT               nT               nT               nT
01-01-2005 23:32:00.000       13.7550         -9.26700          9.00700         -4.60800
01-01-2005 23:36:00.000       14.2680         -9.63700          10.0070         -2.57200
01-01-2005 23:40:00.000       14.0080         -9.74700          9.71800         -1.70900
01-01-2005 23:44:00.000       12.1530         -8.07200          8.72100         -2.46700
01-01-2005 23:48:00.000       12.5420         -7.64500          9.49100         -2.76400
01-01-2005 23:52:00.000       13.1610         -8.69400          9.36700         -2.95800
01-01-2005 23:56:00.000       12.9460         -8.65300          8.56200         -4.29300
02-01-2005 00:00:00.000       13.4380         -6.12100          10.4040         -5.06500
  
Key Parameter and Survey data (labels K0,K1,K2) are preliminary browse data.
Generated by CDAWeb on: Fri Jul  6 14:10:25 2012
